b g r count
57 189 136 4
57 189 143 3
57 189 148 12
57 189 149 21
57 189 152 11
57 189 153 5
57 189 159 3
57 189 166 1
57 189 173 2
57 189 176 2
57 189 196 2
57 189 199 1
57 190 134 2
57 190 140 2
57 190 147 8
57 190 150 19
57 190 157 1
57 190 164 1
57 190 194 1
57 191 125 1
57 191 138 1
57 191 139 3
57 191 145 2
57 191 149 11
57 191 155 2
57 191 161 2
57 191 171 1
57 191 173 3
57 191 195 1
57 192 142 2
57 192 144 4
57 192 146 3
57 192 148 4
57 192 152 12
57 192 154 11
57 192 170 1
57 192 194 1
57 193 135 2
57 193 141 1
57 193 145 2
57 193 151 3
57 193 157 2
57 193 159 2
57 193 169 1
57 193 175 1
57 193 197 2
57 194 138 1
57 194 140 2
57 194 150 6
57 194 156 5
57 194 163 1
57 195 137 2
57 195 141 4
57 195 147 1
57 195 148 3
57 195 153 9
57 195 154 7
57 195 161 1
57 195 164 1
57 195 177 2
57 195 178 1
57 196 135 2
57 196 139 1
57 196 145 1
57 196 152 6
57 196 158 5
57 196 159 3
57 196 162 2
57 197 133 1
57 197 134 1
57 197 136 1
57 197 138 2
57 197 143 2
57 197 150 2
57 197 156 5
57 197 160 3
57 197 166 1
57 197 174 3
57 197 180 1
57 198 135 1
57 198 141 4
57 198 149 3
57 198 155 2
57 198 157 8
57 198 159 1
57 198 165 1
57 198 183 1
57 199 134 2
57 199 140 5
57 199 152 1
57 199 154 4
57 199 156 1
57 199 162 2
57 199 164 1
57 199 186 1
57 200 143 3
57 200 145 3
57 200 151 1
57 200 155 2
57 200 161 1
57 200 167 1
57 200 173 1
57 200 178 1
57 200 185 1
57 200 205 1
57 201 136 2
57 201 142 3
57 201 148 1
57 201 149 2
57 201 152 1
57 201 159 1
57 201 166 1
57 202 140 1
57 202 147 3
57 202 150 3
57 202 163 2
57 202 187 1
57 203 138 1
57 203 139 2
57 203 145 3
57 203 148 5
57 203 149 2
57 203 155 1
57 203 161 2
57 203 168 1
57 203 185 1
57 203 208 1
57 204 142 2
57 204 144 5
57 204 146 2
57 204 152 6
57 204 154 3
57 204 160 2
57 204 166 3
57 204 184 1
57 204 206 1
57 205 141 1
57 205 145 2
57 205 151 3
57 205 157 1
57 205 159 1
57 205 163 4
57 205 165 3
57 205 167 1
57 206 140 1
57 206 142 1
57 206 143 3
57 206 150 6
57 206 162 1
57 206 166 1
57 207 147 3
57 207 153 1
57 207 154 2
57 207 161 2
57 208 152 3
57 208 158 3
57 208 163 1
57 208 169 1
57 209 156 1
57 209 166 3
57 210 154 1
57 210 155 1
57 210 165 2
57 210 201 1
57 211 152 1
57 211 156 1
57 211 164 1
57 211 170 1
57 212 155 2
57 212 191 2
57 213 172 1
57 213 202 1
57 215 149 1
57 215 155 1
58 17 228 1
58 20 180 1
58 23 181 1
58 24 218 1
58 24 225 1
58 25 186 1
58 25 206 1
58 25 216 2
58 25 223 1
58 25 224 1
58 25 229 1
58 26 197 1
58 27 188 1
58 27 208 1
58 27 220 1
58 27 226 1
58 28 217 1
58 29 204 1
58 29 208 1
58 29 222 2
58 30 184 1
58 30 189 1
58 30 203 1
58 30 214 1
58 30 219 1
58 31 211 2
58 31 218 1
58 31 224 1
58 31 225 1
58 31 228 1
58 32 200 1
58 32 204 1
58 32 209 2
58 32 216 2
58 32 222 2
58 33 191 1
58 33 197 2
58 33 201 1
58 33 223 1
58 34 194 1
58 34 196 4
58 34 206 1
58 34 220 2
58 34 222 1
58 34 228 1
58 35 179 1
58 35 187 1
58 35 193 2
58 35 204 2
58 35 209 3
58 35 211 1
58 35 217 1
58 35 221 3
58 35 227 1
58 36 185 1
58 36 192 1
58 36 195 1
58 36 202 1
58 36 208 2
58 36 214 2
58 36 215 1
58 36 218 1
58 36 225 1
58 37 170 1
58 37 183 1
58 37 189 1
58 37 194 3
58 37 199 2
58 37 200 2
58 37 206 4
58 37 216 1
58 37 223 1
58 37 224 1
58 38 174 1
58 38 175 1
58 38 181 1
58 38 197 2
58 38 204 3
58 38 205 2
58 38 211 2
58 38 214 1
58 38 221 1
58 39 180 1
58 39 185 1
58 39 186 2
58 39 188 1
58 39 190 2
58 39 196 2
58 39 202 2
58 39 208 3
58 39 210 3
58 39 212 2
58 39 220 2
58 39 226 1
58 40 99 1
58 40 183 4
58 40 187 1
58 40 193 2
58 40 199 6
58 40 201 1
58 40 207 3
58 40 217 1
58 40 223 2
58 40 225 1
58 41 174 3
58 41 176 1
58 41 182 4
58 41 186 4
58 41 192 3
58 41 198 4
58 41 204 1
58 41 206 1
58 41 208 1
58 41 209 2
58 41 222 1
58 42 125 1
58 42 179 5
58 42 180 7
58 42 183 4
58 42 184 2
58 42 189 3
58 42 190 2
58 42 197 5
58 42 203 3
58 42 213 3
58 42 214 1
58 42 219 1
58 42 220 4
58 42 227 1
58 42 233 1
58 43 178 5
58 43 181 3
58 43 194 4
58 43 195 2
58 43 201 3
58 43 204 3
58 43 205 2
58 43 211 2
58 43 218 3
58 43 224 2
58 43 231 2
58 44 176 2
58 44 179 2
58 44 180 6
58 44 186 5
58 44 192 6
58 44 199 4
58 44 200 2
58 44 202 5
58 44 209 4
58 44 210 7
58 44 216 1
58 44 222 1
58 44 229 2
58 45 173 2
58 45 177 7
58 45 183 5
58 45 185 8
58 45 190 6
58 45 191 10
58 45 197 5
58 45 201 5
58 45 207 6
58 45 220 2
58 45 221 4
58 45 227 1
58 45 231 1
58 46 152 1
58 46 166 3
58 46 172 1
58 46 176 2
58 46 182 3
58 46 188 4
58 46 194 2
58 46 196 3
58 46 198 6
58 46 200 1
58 46 206 2
58 46 218 1
58 46 226 1
58 46 228 2
58 46 236 1
58 47 171 1
58 47 174 3
58 47 179 3
58 47 181 3
58 47 187 7
58 47 193 3
58 47 197 4
58 47 203 2
58 47 204 3
58 47 209 1
58 47 217 1
58 47 223 1
58 47 227 1
58 47 234 1
58 48 168 1
58 48 172 1
58 48 178 2
58 48 184 1
58 48 185 4
58 48 192 6
58 48 194 4
58 48 195 10
58 48 202 3
58 48 208 2
58 48 214 3
58 48 215 1
58 48 224 1
58 48 225 1
58 48 232 1
58 49 160 1
58 49 165 1
58 49 166 1
58 49 176 1
58 49 183 8
58 49 189 10
58 49 190 3
58 49 193 7
58 49 199 2
58 49 200 5
58 49 206 2
58 49 213 1
58 49 220 1
58 49 223 1
58 49 229 3
58 49 230 2
58 49 236 1
58 50 103 1
58 50 157 1
58 50 167 1
58 50 174 1
58 50 175 1
58 50 180 3
58 50 181 9
58 50 187 2
58 50 191 5
58 50 197 2
58 50 204 2
58 50 210 1
58 50 217 2
58 50 227 1
58 50 234 1
58 51 162 3
58 51 166 1
58 51 172 2
58 51 185 12
58 51 186 6
58 51 188 7
58 51 190 5
58 51 196 3
58 51 202 1
58 51 208 1
58 51 215 1
58 51 218 1
58 51 220 2
58 51 226 1
58 51 232 1
58 52 165 1
58 52 169 2
58 52 171 1
58 52 177 1
58 52 183 5
58 52 187 5
58 52 193 5
58 52 195 6
58 52 199 2
58 52 201 1
58 52 207 2
58 52 213 1
58 52 217 3
58 52 223 4
58 52 231 1
58 53 158 1
58 53 168 4
58 53 174 2
58 53 182 3
58 53 184 6
58 53 186 4
58 53 192 6
58 53 198 2
58 53 204 1
58 53 212 2
58 53 216 1
58 53 222 1
58 53 228 1
58 54 106 1
58 54 179 2
58 54 180 2
58 54 189 3
58 54 190 3
58 54 197 5
58 54 203 2
58 54 210 2
58 54 213 1
58 54 233 2
58 55 111 1
58 55 127 1
58 55 158 1
58 55 178 4
58 55 181 3
58 55 188 6
58 55 194 2
58 55 200 1
58 55 208 1
58 55 211 3
58 55 218 1
58 55 225 1
58 55 231 3
58 56 132 1
58 56 176 2
58 56 179 1
58 56 180 4
58 56 199 1
58 56 206 1
58 56 209 1
58 56 216 1
58 57 155 1
58 57 183 1
58 57 191 2
58 57 207 1
58 57 215 2
58 57 221 2
58 57 231 1
58 58 142 1
58 58 176 1
58 58 188 3
58 58 196 1
58 58 212 1
58 58 224 2
58 58 226 2
58 58 234 1
58 59 103 2
58 59 109 1
58 59 140 1
58 59 147 1
58 59 157 1
58 59 173 1
58 59 193 1
58 59 199 1
58 59 233 2
58 60 100 1
58 60 162 1
58 60 172 1
58 60 184 2
58 60 185 1
58 60 198 1
58 60 225 1
58 61 166 1
58 61 170 1
58 61 183 1
58 61 195 1
58 61 196 1
58 61 213 1
58 61 230 1
58 62 111 1
58 62 174 1
58 62 181 1
58 62 227 1
58 62 234 1
58 63 172 1
58 63 185 1
58 63 192 1
58 63 232 1
58 64 189 1
58 64 229 1
58 65 114 1
58 65 162 2
58 65 192 2
58 65 236 1
58 66 103 1
58 66 119 1
58 66 190 1
58 67 130 1
58 67 157 1
58 67 170 1
58 67 188 1
58 68 116 1
58 68 182 1
58 68 186 1
58 69 126 1
58 70 106 1
58 70 158 1
58 70 188 1
58 71 117 1
58 71 145 1
58 71 199 1
58 72 114 1
58 72 174 1
58 72 190 1
58 72 198 1
58 74 197 1
58 75 108 2
58 75 162 1
58 75 172 1
58 76 167 1
58 76 183 1
58 76 189 1
58 77 112 1
58 77 115 1
58 77 120 1
58 77 150 1
58 77 158 1
58 77 174 1
58 78 119 1
58 78 166 1
58 78 187 1
58 78 189 1
58 78 195 1
58 78 197 1
58 79 117 1
58 80 185 1
58 80 199 1
58 81 156 1
58 81 159 1
58 81 190 1
58 82 178 1
58 83 157 1
58 83 175 1
58 84 121 1
58 84 190 1
58 91 194 1
58 92 192 1
58 94 194 1
58 102 143 1
58 102 161 1
58 109 101 1
58 112 143 1
58 114 101 1
58 115 140 1
58 115 146 1
58 117 102 1
58 118 170 1
58 122 103 1
58 123 144 1
58 124 149 1
58 124 159 1
58 131 105 1
58 131 153 1
58 133 101 1
58 133 105 1
58 136 105 1
58 141 169 1
58 143 105 1
58 143 111 1
58 145 109 1
58 146 110 1
58 146 152 1
58 149 154 1
58 151 114 1
58 152 117 1
58 155 151 1
58 155 159 1
58 156 156 1
58 161 110 1
58 161 153 1
58 162 127 1
58 162 137 1
58 163 114 1
58 163 118 1
58 163 126 1
58 163 152 1
58 164 123 1
58 166 130 1
58 167 128 1
58 167 129 1
58 167 135 1
58 167 151 1
58 167 165 1
58 169 137 1
58 169 141 1
58 169 147 1
58 169 165 1
58 170 136 3
58 170 140 1
58 171 137 1
58 171 138 1
58 171 143 1
58 171 144 1
58 172 142 1
58 172 148 1
58 172 165 1
58 173 140 10
58 173 164 1
58 174 131 1
58 174 137 4
58 174 139 7
58 174 145 4
58 174 151 1
58 174 167 1
58 174 169 2
58 175 126 1
58 175 142 22
58 175 144 6
58 175 148 1
58 175 150 2
58 176 125 1
58 176 127 1
58 176 133 1
58 176 141 16
58 176 147 6
58 176 177 1
58 177 122 1
58 177 138 5
58 177 139 7
58 177 146 18
58 177 148 6
58 177 149 1
58 177 162 1
58 177 168 1
58 178 130 2
58 178 137 2
58 178 143 30
58 178 144 44
58 178 147 18
58 178 167 1
58 178 174 1
58 178 177 1
58 178 183 1
58 179 128 1
58 179 129 2
58 179 141 9
58 179 145 26
58 179 165 1
58 179 171 1
58 180 132 1
58 180 139 2
58 180 140 7
58 180 142 7
58 180 144 23
58 180 150 2
58 180 170 2
58 180 172 3
58 181 131 3
58 181 137 1
58 181 141 3
58 181 147 12
58 181 149 10
58 181 153 1
58 181 185 1
58 182 128 1
58 182 130 1
58 182 138 3
58 182 140 3
58 182 146 12
58 182 152 2
58 182 192 1
58 183 134 2
58 183 137 1
58 183 143 6
58 183 144 5
58 183 151 1
58 183 164 1
58 183 168 2
58 183 174 2
58 184 135 1
58 184 142 1
58 184 148 25
58 184 149 11
58 184 195 1
58 185 129 1
58 185 133 1
58 185 134 1
58 185 140 6
58 185 146 12
58 185 153 2
58 185 154 1
58 185 170 2
58 185 183 2
58 186 139 4
58 186 144 4
58 186 145 6
58 186 151 7
58 186 175 3
58 186 191 1
58 187 128 1
58 187 130 2
58 187 136 4
58 187 142 4
58 187 148 18
58 187 150 11
58 187 172 1
58 187 178 1
58 188 135 2
58 188 141 3
58 188 147 10
58 188 153 7
58 188 155 3
58 188 157 1
58 188 158 1
58 188 163 1
58 188 171 1
58 188 177 3
58 188 193 1
58 189 132 1
58 189 138 3
58 189 139 3
58 189 146 5
58 189 152 18
58 189 156 3
58 189 162 1
58 189 168 1
58 189 176 1
58 190 130 2
58 190 137 1
58 190 143 2
58 190 144 4
58 190 149 13
58 190 150 15
58 190 153 22
58 190 154 4
58 190 160 1
58 190 173 1
58 190 183 1
58 190 197 1
58 190 200 1
58 191 141 5
58 191 148 5
58 191 151 15
58 191 158 3
58 191 175 1
58 191 189 1
58 191 194 1
58 191 195 2
58 192 132 1
58 192 139 2
58 192 140 2
58 192 146 2
58 192 150 22
58 192 156 3
58 192 172 1
58 193 137 2
58 193 143 1
58 193 145 5
58 193 147 4
58 193 149 4
58 193 153 7
58 193 155 4
58 193 161 2
58 193 171 1
58 194 136 1
58 194 142 2
58 194 152 5
58 194 158 5
58 194 160 1
58 194 168 1
58 194 176 2
58 194 198 1
58 195 134 1
58 195 139 3
58 195 143 3
58 195 144 2
58 195 151 3
58 195 157 4
58 195 164 1
58 195 167 1
58 196 132 2
58 196 138 4
58 196 142 2
58 196 149 3
58 196 154 4
58 196 155 6
58 196 162 3
58 197 136 1
58 197 140 1
58 197 146 4
58 197 153 2
58 197 159 3
58 197 160 3
58 197 163 2
58 197 183 1
58 198 134 2
58 198 135 1
58 198 137 1
58 198 139 1
58 198 144 3
58 198 151 1
58 198 157 6
58 198 161 2
58 198 174 1
58 198 181 1
58 199 148 1
58 199 150 2
58 199 156 5
58 199 158 4
58 199 160 4
58 199 166 1
58 199 172 1
58 200 135 2
58 200 141 1
58 200 147 3
58 200 153 1
58 200 155 5
58 200 157 4
58 200 163 5
58 200 165 2
58 201 138 1
58 201 139 2
58 201 144 3
58 201 146 4
58 201 152 1
58 201 156 3
58 201 162 8
58 201 168 3
58 201 174 1
58 201 176 1
58 202 143 1
58 202 149 1
58 202 150 1
58 202 153 3
58 202 154 1
58 202 160 6
58 202 167 1
58 202 177 1
58 202 203 2
58 203 141 1
58 203 148 4
58 203 151 3
58 203 158 2
58 203 159 1
58 203 164 3
58 203 165 1
58 204 139 1
58 204 140 1
58 204 146 10
58 204 149 4
58 204 150 6
58 204 156 3
58 204 162 3
58 204 169 1
58 204 202 1
58 204 204 1
58 204 209 1
58 205 143 2
58 205 145 6
58 205 147 2
58 205 153 2
58 205 155 2
58 205 161 3
58 206 142 1
58 206 146 4
58 206 152 2
58 206 160 3
58 206 164 2
58 206 166 3
58 206 168 1
58 207 144 2
58 207 151 2
58 207 157 5
58 207 163 3
58 207 167 2
58 207 197 1
58 207 203 1
58 208 148 1
58 208 149 1
58 208 154 3
58 208 155 1
58 208 162 1
58 209 159 3
58 209 169 1
58 209 189 1
58 210 151 2
58 210 167 3
58 211 150 1
58 211 155 1
58 211 160 1
58 211 166 1
58 211 202 1
58 212 163 1
58 213 152 1
58 213 156 1
58 213 169 1
58 213 192 1
58 214 197 1
59 23 169 1
59 23 224 1
59 24 218 1
59 24 222 1
59 24 228 1
59 25 220 1
59 27 206 1
59 27 212 1
59 27 228 1
59 28 209 1
59 28 213 1
59 30 179 1
59 30 223 1
59 30 233 1
59 31 208 1
59 31 215 1
59 31 228 2
59 32 166 1
59 32 206 1
59 32 230 1
59 33 180 1
59 33 193 2
59 33 203 1
59 33 210 2
59 34 184 1
59 34 202 1
59 34 208 1
59 34 214 1
59 34 216 1
59 34 224 2
59 34 226 2
59 35 189 1
59 35 195 2
59 35 197 1
59 35 199 2
59 35 207 1
59 35 213 1
59 35 219 2
59 35 221 1
59 35 223 2
59 35 231 1
59 36 180 1
59 36 188 1
59 36 194 1
59 36 198 1
59 36 204 1
59 36 210 3
59 36 218 1
59 36 222 1
59 36 228 1
59 37 193 1
59 37 196 1
59 37 203 3
59 37 209 4
59 37 215 2
59 37 220 2
59 37 226 1
59 38 117 1
59 38 177 1
59 38 184 1
59 38 191 2
59 38 195 2
59 38 200 1
59 38 201 2
59 38 214 2
59 38 217 4
59 38 224 2
59 38 225 1
59 39 182 3
59 39 188 1
59 39 198 1
59 39 205 2
59 39 212 2
59 39 215 1
59 39 216 2
59 39 222 2
59 40 179 1
59 40 181 1
59 40 186 2
59 40 187 1
59 40 189 1
59 40 191 2
59 40 197 2
59 40 203 2
59 40 209 7
59 40 211 2
59 40 213 2
59 40 219 1
59 40 221 3
59 41 172 1
59 41 184 3
59 41 188 3
59 41 194 3
59 41 196 3
59 41 200 2
59 41 202 5
59 41 212 1
59 41 218 2
59 41 226 1
59 42 177 1
59 42 183 2
59 42 187 3
59 42 193 2
59 42 199 3
59 42 205 1
59 42 207 1
59 42 209 5
59 42 210 1
59 42 217 1
59 42 223 1
59 42 229 1
59 43 160 2
59 43 174 1
59 43 180 4
59 43 181 1
59 43 184 3
59 43 185 3
59 43 190 7
59 43 191 3
59 43 198 9
59 43 204 4
59 43 208 3
59 43 214 2
59 43 215 2
59 43 221 2
59 44 166 1
59 44 179 1
59 44 182 2
59 44 189 5
59 44 196 5
59 44 202 4
59 44 205 4
59 44 206 5
59 44 212 3
59 44 226 3
59 45 163 1
59 45 170 1
59 45 171 2
59 45 177 2
59 45 180 7
59 45 181 4
59 45 187 1
59 45 193 3
59 45 200 4
59 45 201 4
59 45 203 2
59 45 210 4
59 45 211 3
59 45 217 1
59 45 230 2
59 45 231 1
59 45 233 1
59 46 168 1
59 46 174 1
59 46 178 5
59 46 184 7
59 46 186 5
59 46 191 7
59 46 192 3
59 46 198 9
59 46 202 4
59 46 216 1
59 46 221 2
59 46 222 2
59 46 228 7
59 46 232 1
59 47 165 1
59 47 167 1
59 47 173 2
59 47 177 3
59 47 183 3
59 47 189 7
59 47 195 5
59 47 197 5
59 47 199 4
59 47 201 2
59 47 207 2
59 47 213 4
59 47 219 5
59 47 225 1
59 47 227 1
59 47 229 1
59 47 231 1
59 48 174 1
59 48 175 2
59 48 180 5
59 48 182 3
59 48 188 5
59 48 194 9
59 48 198 4
59 48 204 1
59 48 205 3
59 48 210 2
59 48 212 4
59 48 218 1
59 48 224 1
59 48 228 1
59 49 155 1
59 49 179 4
59 49 185 11
59 49 186 4
59 49 193 5
59 49 195 1
59 49 196 6
59 49 203 6
59 49 209 1
59 49 215 1
59 49 216 2
59 49 223 2
59 49 226 1
59 50 123 1
59 50 140 1
59 50 166 1
59 50 177 4
59 50 184 9
59 50 190 4
59 50 191 6
59 50 194 2
59 50 200 6
59 50 214 1
59 50 230 1
59 50 231 4
59 51 165 1
59 51 175 1
59 51 181 2
59 51 182 8
59 51 188 7
59 51 192 8
59 51 198 2
59 51 205 2
59 51 206 3
59 51 211 1
59 51 212 1
59 51 218 1
59 51 222 2
59 51 228 2
59 52 167 1
59 52 179 2
59 52 186 7
59 52 187 8
59 52 189 3
59 52 191 5
59 52 197 3
59 52 203 2
59 52 216 2
59 52 219 1
59 52 221 2
59 52 233 1
59 53 160 1
59 53 162 1
59 53 164 1
59 53 178 4
59 53 184 4
59 53 188 8
59 53 194 3
59 53 196 4
59 53 200 4
59 53 214 1
59 53 230 4
59 54 159 1
59 54 169 2
59 54 175 3
59 54 177 1
59 54 183 5
59 54 185 2
59 54 187 6
59 54 193 3
59 54 199 1
59 54 205 2
59 54 207 1
59 54 213 2
59 54 223 1
59 54 229 3
59 54 235 1
59 55 114 1
59 55 120 1
59 55 137 1
59 55 174 1
59 55 180 2
59 55 181 1
59 55 184 3
59 55 190 2
59 55 191 2
59 55 198 4
59 55 210 2
59 55 211 2
59 55 214 1
59 55 221 1
59 55 234 1
59 56 128 1
59 56 165 1
59 56 171 1
59 56 172 2
59 56 179 2
59 56 182 2
59 56 189 3
59 56 196 2
59 56 201 1
59 56 202 1
59 56 209 2
59 56 225 2
59 56 226 1
59 56 232 2
59 56 235 1
59 57 163 2
59 57 170 1
59 57 176 3
59 57 177 1
59 57 180 1
59 57 187 4
59 57 210 2
59 57 211 2
59 57 223 2
59 57 230 3
59 57 233 1
59 58 132 1
59 58 152 1
59 58 168 1
59 58 174 1
59 58 178 1
59 58 184 2
59 58 186 2
59 58 191 1
59 58 192 1
59 58 214 1
59 58 222 1
59 59 153 1
59 59 159 1
59 59 165 1
59 59 167 1
59 59 173 1
59 59 175 1
59 59 177 1
59 59 183 4
59 59 195 2
59 59 197 1
59 59 213 2
59 59 231 1
59 60 134 1
59 60 170 3
59 60 182 1
59 60 188 1
59 60 194 2
59 60 200 2
59 60 228 2
59 61 173 1
59 61 223 1
59 62 107 1
59 62 153 1
59 62 166 1
59 62 184 1
59 62 190 1
59 62 197 1
59 62 201 1
59 62 231 1
59 63 158 1
59 63 175 1
59 63 188 2
59 63 206 1
59 63 228 3
59 64 125 1
59 64 157 1
59 64 173 1
59 64 179 2
59 64 187 1
59 64 227 1
59 65 124 1
59 65 132 1
59 65 160 1
59 65 164 1
59 65 178 1
59 65 192 1
59 65 194 1
59 65 218 1
59 65 238 1
59 66 116 1
59 66 193 1
59 66 199 1
59 66 237 1
59 67 174 1
59 67 204 1
59 68 106 1
59 68 142 1
59 68 232 1
59 68 236 1
59 69 103 1
59 69 116 2
59 69 133 1
59 69 157 1
59 70 182 1
59 71 105 2
59 71 107 1
59 71 119 1
59 71 231 1
59 72 118 2
59 72 188 1
59 72 202 1
59 73 126 1
59 73 203 1
59 74 160 1
59 74 190 1
59 75 158 1
59 75 188 1
59 76 193 1
59 77 170 1
59 77 194 1
59 77 202 1
59 78 115 1
59 78 116 1
59 79 110 1
59 79 191 1
59 79 198 2
59 80 107 1
59 81 117 1
59 81 122 1
59 81 152 2
59 82 192 1
59 83 111 1
59 83 125 1
59 84 158 1
59 85 155 1
59 86 150 1
59 86 160 1
59 88 187 1
59 89 190 1
59 91 126 1
59 91 166 1
59 94 157 1
59 94 167 1
59 95 149 1
59 96 180 1
59 98 137 1
59 110 166 1
59 113 166 1
59 117 152 1
59 117 166 1
59 122 172 1
59 129 98 1
59 129 159 1
59 131 101 1
59 131 155 1
59 133 107 1
59 136 108 1
59 139 108 1
59 139 146 1
59 139 156 1
59 143 115 1
59 143 118 1
59 146 108 1
59 153 112 2
59 153 118 1
59 153 159 1
59 155 115 1
59 155 149 1
59 157 121 1
59 161 120 1
59 161 126 1
59 162 134 1
59 163 122 1
59 167 124 1
59 167 178 1
59 168 122 1
59 168 166 2
59 169 127 1
59 169 157 1
59 169 167 1
59 169 169 1
59 170 118 1
59 170 138 2
59 170 142 1
59 170 150 1
59 170 172 1
59 171 129 1
59 171 137 1
59 171 141 2
59 171 164 1
59 172 128 1
59 172 134 2
59 172 138 1
59 173 143 3
59 173 149 1
59 173 150 2
59 174 130 1
59 174 135 1
59 174 141 8
59 174 147 1
59 175 132 1
59 175 138 8
59 175 140 16
59 175 146 9
59 176 137 4
59 176 143 31
59 176 145 23
59 176 151 1
59 177 124 1
59 177 129 2
59 177 136 1
59 177 142 18
59 177 148 4
59 177 152 1
59 177 166 1
59 178 133 2
59 178 140 22
59 178 147 27
59 178 149 2
59 178 150 1
59 178 163 1
59 179 131 1
59 179 144 28
59 179 145 30
59 179 148 17
59 180 122 1
59 180 129 2
59 180 136 1
59 180 142 11
59 180 146 27
59 180 152 1
59 180 166 1
59 181 133 2
59 181 141 1
59 181 143 10
59 181 145 13
59 181 151 2
59 181 171 1
59 181 187 1
59 182 138 1
59 182 142 1
59 182 148 14
59 182 150 4
59 182 172 1
59 183 139 2
59 183 141 1
59 183 147 14
59 183 153 2
59 183 167 1
59 183 171 1
59 184 134 1
59 184 135 3
59 184 138 1
59 184 144 2
59 184 145 9
59 184 152 1
59 184 165 2
59 184 168 1
59 184 169 2
59 184 174 1
59 184 175 1
59 184 192 1
59 185 126 2
59 185 133 1
59 185 143 2
59 185 149 17
59 185 150 7
59 186 131 2
59 186 135 1
59 186 141 1
59 186 147 12
59 186 154 3
59 186 171 2
59 186 195 1
59 187 132 1
59 187 138 5
59 187 140 4
59 187 145 2
59 187 146 12
59 187 152 12
59 187 170 2
59 188 127 1
59 188 137 1
59 188 143 2
59 188 149 28
59 188 151 18
59 188 167 1
59 188 173 2
59 188 197 1
59 189 126 1
59 189 134 2
59 189 136 3
59 189 142 2
59 189 148 10
59 189 154 6
59 189 156 2
59 189 158 3
59 189 172 1
59 189 178 1
59 189 182 1
59 189 196 1
59 190 139 2
59 190 140 2
59 190 147 3
59 190 153 12
59 190 157 3
59 190 177 1
59 190 179 2
59 190 193 1
59 191 138 1
59 191 144 4
59 191 145 1
59 191 150 10
59 191 151 30
59 191 154 12
59 191 155 6
59 191 161 2
59 191 168 1
59 191 178 1
59 191 198 1
59 192 130 2
59 192 136 2
59 192 142 3
59 192 149 7
59 192 152 10
59 192 159 1
59 192 176 3
59 192 189 1
59 192 199 1
59 193 141 9
59 193 147 3
59 193 151 9
59 193 157 2
59 193 170 1
59 193 173 1
59 193 175 2
59 193 193 1
59 193 197 1
59 193 203 1
59 194 138 2
59 194 144 5
59 194 146 1
59 194 148 3
59 194 150 10
59 194 154 9
59 194 156 4
59 194 162 1
59 194 172 1
59 194 178 1
59 194 180 1
59 194 196 1
59 194 202 2
59 195 131 1
59 195 143 4
59 195 147 4
59 195 153 8
59 195 159 3
59 195 161 2
59 195 177 1
59 195 193 2
59 196 134 1
59 196 135 1
59 196 140 3
59 196 142 4
59 196 144 5
59 196 152 3
59 196 158 3
59 196 165 1
59 196 198 1
59 197 139 1
59 197 143 5
59 197 150 4
59 197 155 11
59 197 156 6
59 197 163 1
59 197 179 3
59 197 180 1
59 198 141 2
59 198 147 1
59 198 154 7
59 198 160 1
59 198 161 2
59 198 164 2
59 198 177 1
59 198 184 3
59 199 135 1
59 199 140 1
59 199 145 2
59 199 146 1
59 199 152 1
59 199 158 2
59 199 162 6
59 199 175 1
59 199 176 1
59 199 186 2
59 200 137 1
59 200 143 1
59 200 151 1
59 200 157 4
59 200 159 3
59 200 161 3
59 200 173 1
59 200 179 1
59 200 181 1
59 200 185 1
59 201 148 2
59 201 154 3
59 201 156 2
59 201 158 4
59 201 164 3
59 201 166 1
59 201 202 2
59 202 139 1
59 202 140 2
59 202 145 4
59 202 147 2
59 202 153 1
59 202 157 1
59 202 163 3
59 202 169 4
59 202 170 3
59 202 177 1
59 203 138 1
59 203 144 1
59 203 150 8
59 203 154 2
59 203 155 1
59 203 161 6
59 203 168 2
59 203 174 1
59 203 204 1
59 204 149 3
59 204 152 2
59 204 160 2
59 204 165 1
59 204 166 6
59 204 202 1
59 204 206 1
59 205 147 3
59 205 150 3
59 205 151 4
59 205 157 1
59 205 163 8
59 205 170 3
59 205 180 1
59 206 144 1
59 206 146 4
59 206 148 4
59 206 154 1
59 206 156 3
59 206 162 2
59 206 168 5
59 206 192 1
59 207 147 3
59 207 153 2
59 207 161 1
59 207 165 1
59 207 167 3
59 207 169 2
59 207 171 1
59 208 144 1
59 208 152 1
59 208 158 4
59 208 164 1
59 208 168 1
59 208 205 1
59 208 212 1
59 209 150 2
59 209 155 1
59 209 156 2
59 209 163 2
59 209 166 3
59 209 173 1
59 209 193 1
59 209 203 1
59 210 154 2
59 210 160 2
59 210 161 1
59 210 165 1
59 210 170 1
59 210 190 1
59 210 200 1
59 210 201 1
59 211 152 1
59 211 158 3
59 211 168 2
59 212 151 1
59 212 156 1
59 212 167 1
59 212 203 1
59 213 154 1
59 215 151 1
59 215 161 1
59 217 157 1
59 219 199 1
59 219 201 1
60 23 185 1
60 23 223 1
60 24 224 1
60 26 227 1
60 27 195 1
60 27 208 1
60 27 215 1
60 28 206 1
60 28 217 1
60 28 223 1
60 29 210 1
60 29 216 1
60 29 228 1
60 31 206 1
60 31 208 1
60 31 231 1
60 32 205 1
60 32 209 1
60 32 215 1
